image,condition,distortion,detector,iou
GOPR0351_frame_000202_rgb_anon.png,night,noisy,sobel_p75,0.2349
GOPR0351_frame_000202_rgb_anon.png,night,noisy,canny_proj3,0.0557
GOPR0351_frame_000202_rgb_anon.png,night,noisy,canny_proj3_preblur,0.2120
GOPR0351_frame_000202_rgb_anon.png,night,blurred,sobel_p75,0.4490
GOPR0351_frame_000202_rgb_anon.png,night,blurred,canny_proj3,0.1676
GOPR0351_frame_000202_rgb_anon.png,night,blurred,canny_proj3_preblur,0.1945
GOPR0351_frame_000202_rgb_anon.png,night,lowcontrast,sobel_p75,0.6435
GOPR0351_frame_000202_rgb_anon.png,night,lowcontrast,canny_proj3,0.9030
GOPR0351_frame_000202_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8249
GOPR0351_frame_000204_rgb_anon.png,night,noisy,sobel_p75,0.2313
GOPR0351_frame_000204_rgb_anon.png,night,noisy,canny_proj3,0.1416
GOPR0351_frame_000204_rgb_anon.png,night,noisy,canny_proj3_preblur,0.3673
GOPR0351_frame_000204_rgb_anon.png,night,blurred,sobel_p75,0.4566
GOPR0351_frame_000204_rgb_anon.png,night,blurred,canny_proj3,0.1877
GOPR0351_frame_000204_rgb_anon.png,night,blurred,canny_proj3_preblur,0.2060
GOPR0351_frame_000204_rgb_anon.png,night,lowcontrast,sobel_p75,0.7825
GOPR0351_frame_000204_rgb_anon.png,night,lowcontrast,canny_proj3,0.9097
GOPR0351_frame_000204_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8493
GOPR0351_frame_000214_rgb_anon.png,night,noisy,sobel_p75,0.2400
GOPR0351_frame_000214_rgb_anon.png,night,noisy,canny_proj3,0.0856
GOPR0351_frame_000214_rgb_anon.png,night,noisy,canny_proj3_preblur,0.2997
GOPR0351_frame_000214_rgb_anon.png,night,blurred,sobel_p75,0.4551
GOPR0351_frame_000214_rgb_anon.png,night,blurred,canny_proj3,0.1425
GOPR0351_frame_000214_rgb_anon.png,night,blurred,canny_proj3_preblur,0.1542
GOPR0351_frame_000214_rgb_anon.png,night,lowcontrast,sobel_p75,0.6778
GOPR0351_frame_000214_rgb_anon.png,night,lowcontrast,canny_proj3,0.8892
GOPR0351_frame_000214_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8222
GOPR0351_frame_000216_rgb_anon.png,night,noisy,sobel_p75,0.2373
GOPR0351_frame_000216_rgb_anon.png,night,noisy,canny_proj3,0.1289
GOPR0351_frame_000216_rgb_anon.png,night,noisy,canny_proj3_preblur,0.3488
GOPR0351_frame_000216_rgb_anon.png,night,blurred,sobel_p75,0.4464
GOPR0351_frame_000216_rgb_anon.png,night,blurred,canny_proj3,0.1925
GOPR0351_frame_000216_rgb_anon.png,night,blurred,canny_proj3_preblur,0.2326
GOPR0351_frame_000216_rgb_anon.png,night,lowcontrast,sobel_p75,0.7779
GOPR0351_frame_000216_rgb_anon.png,night,lowcontrast,canny_proj3,0.9201
GOPR0351_frame_000216_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8516
GOPR0400_frame_000216_rgb_anon.png,rain,noisy,sobel_p75,0.3678
GOPR0400_frame_000216_rgb_anon.png,rain,noisy,canny_proj3,0.2930
GOPR0400_frame_000216_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4922
GOPR0400_frame_000216_rgb_anon.png,rain,blurred,sobel_p75,0.6161
GOPR0400_frame_000216_rgb_anon.png,rain,blurred,canny_proj3,0.1734
GOPR0400_frame_000216_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1659
GOPR0400_frame_000216_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9383
GOPR0400_frame_000216_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9392
GOPR0400_frame_000216_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.9040
GOPR0400_frame_000224_rgb_anon.png,rain,noisy,sobel_p75,0.2492
GOPR0400_frame_000224_rgb_anon.png,rain,noisy,canny_proj3,0.0919
GOPR0400_frame_000224_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.1803
GOPR0400_frame_000224_rgb_anon.png,rain,blurred,sobel_p75,0.5658
GOPR0400_frame_000224_rgb_anon.png,rain,blurred,canny_proj3,0.1987
GOPR0400_frame_000224_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2036
GOPR0400_frame_000224_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8845
GOPR0400_frame_000224_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9009
GOPR0400_frame_000224_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8259
GOPR0400_frame_000228_rgb_anon.png,rain,noisy,sobel_p75,0.2268
GOPR0400_frame_000228_rgb_anon.png,rain,noisy,canny_proj3,0.0735
GOPR0400_frame_000228_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.2412
GOPR0400_frame_000228_rgb_anon.png,rain,blurred,sobel_p75,0.5958
GOPR0400_frame_000228_rgb_anon.png,rain,blurred,canny_proj3,0.2578
GOPR0400_frame_000228_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2579
GOPR0400_frame_000228_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8572
GOPR0400_frame_000228_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9030
GOPR0400_frame_000228_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8479
GOPR0400_frame_000248_rgb_anon.png,rain,noisy,sobel_p75,0.2579
GOPR0400_frame_000248_rgb_anon.png,rain,noisy,canny_proj3,0.1224
GOPR0400_frame_000248_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.2847
GOPR0400_frame_000248_rgb_anon.png,rain,blurred,sobel_p75,0.5533
GOPR0400_frame_000248_rgb_anon.png,rain,blurred,canny_proj3,0.1754
GOPR0400_frame_000248_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1681
GOPR0400_frame_000248_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8751
GOPR0400_frame_000248_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9129
GOPR0400_frame_000248_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8530
GOPR0400_frame_000252_rgb_anon.png,rain,noisy,sobel_p75,0.2466
GOPR0400_frame_000252_rgb_anon.png,rain,noisy,canny_proj3,0.0766
GOPR0400_frame_000252_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.1602
GOPR0400_frame_000252_rgb_anon.png,rain,blurred,sobel_p75,0.5716
GOPR0400_frame_000252_rgb_anon.png,rain,blurred,canny_proj3,0.2059
GOPR0400_frame_000252_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2119
GOPR0400_frame_000252_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8603
GOPR0400_frame_000252_rgb_anon.png,rain,lowcontrast,canny_proj3,0.8830
GOPR0400_frame_000252_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8420
GOPR0400_frame_000256_rgb_anon.png,rain,noisy,sobel_p75,0.2512
GOPR0400_frame_000256_rgb_anon.png,rain,noisy,canny_proj3,0.1265
GOPR0400_frame_000256_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.2806
GOPR0400_frame_000256_rgb_anon.png,rain,blurred,sobel_p75,0.5823
GOPR0400_frame_000256_rgb_anon.png,rain,blurred,canny_proj3,0.2106
GOPR0400_frame_000256_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2020
GOPR0400_frame_000256_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8617
GOPR0400_frame_000256_rgb_anon.png,rain,lowcontrast,canny_proj3,0.8970
GOPR0400_frame_000256_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8446
GOPR0400_frame_000261_rgb_anon.png,rain,noisy,sobel_p75,0.2345
GOPR0400_frame_000261_rgb_anon.png,rain,noisy,canny_proj3,0.0819
GOPR0400_frame_000261_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.1855
GOPR0400_frame_000261_rgb_anon.png,rain,blurred,sobel_p75,0.5403
GOPR0400_frame_000261_rgb_anon.png,rain,blurred,canny_proj3,0.1972
GOPR0400_frame_000261_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2079
GOPR0400_frame_000261_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8794
GOPR0400_frame_000261_rgb_anon.png,rain,lowcontrast,canny_proj3,0.8721
GOPR0400_frame_000261_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8002
GOPR0400_frame_000266_rgb_anon.png,rain,noisy,sobel_p75,0.2143
GOPR0400_frame_000266_rgb_anon.png,rain,noisy,canny_proj3,0.0569
GOPR0400_frame_000266_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.1701
GOPR0400_frame_000266_rgb_anon.png,rain,blurred,sobel_p75,0.5865
GOPR0400_frame_000266_rgb_anon.png,rain,blurred,canny_proj3,0.1978
GOPR0400_frame_000266_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1939
GOPR0400_frame_000266_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8417
GOPR0400_frame_000266_rgb_anon.png,rain,lowcontrast,canny_proj3,0.8851
GOPR0400_frame_000266_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8298
GOPR0400_frame_000272_rgb_anon.png,rain,noisy,sobel_p75,0.2624
GOPR0400_frame_000272_rgb_anon.png,rain,noisy,canny_proj3,0.0967
GOPR0400_frame_000272_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.2037
GOPR0400_frame_000272_rgb_anon.png,rain,blurred,sobel_p75,0.5923
GOPR0400_frame_000272_rgb_anon.png,rain,blurred,canny_proj3,0.3024
GOPR0400_frame_000272_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.3010
GOPR0400_frame_000272_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9089
GOPR0400_frame_000272_rgb_anon.png,rain,lowcontrast,canny_proj3,0.8879
GOPR0400_frame_000272_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8330
GOPR0400_frame_000280_rgb_anon.png,rain,noisy,sobel_p75,0.3601
GOPR0400_frame_000280_rgb_anon.png,rain,noisy,canny_proj3,0.2083
GOPR0400_frame_000280_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4111
GOPR0400_frame_000280_rgb_anon.png,rain,blurred,sobel_p75,0.5780
GOPR0400_frame_000280_rgb_anon.png,rain,blurred,canny_proj3,0.1749
GOPR0400_frame_000280_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1710
GOPR0400_frame_000280_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9494
GOPR0400_frame_000280_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9199
GOPR0400_frame_000280_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8766
GOPR0400_frame_000298_rgb_anon.png,rain,noisy,sobel_p75,0.2623
GOPR0400_frame_000298_rgb_anon.png,rain,noisy,canny_proj3,0.1520
GOPR0400_frame_000298_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.2989
GOPR0400_frame_000298_rgb_anon.png,rain,blurred,sobel_p75,0.5277
GOPR0400_frame_000298_rgb_anon.png,rain,blurred,canny_proj3,0.1500
GOPR0400_frame_000298_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1385
GOPR0400_frame_000298_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8702
GOPR0400_frame_000298_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9119
GOPR0400_frame_000298_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8447
GOPR0400_frame_000328_rgb_anon.png,rain,noisy,sobel_p75,0.3499
GOPR0400_frame_000328_rgb_anon.png,rain,noisy,canny_proj3,0.2263
GOPR0400_frame_000328_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3937
GOPR0400_frame_000328_rgb_anon.png,rain,blurred,sobel_p75,0.5831
GOPR0400_frame_000328_rgb_anon.png,rain,blurred,canny_proj3,0.3244
GOPR0400_frame_000328_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.3038
GOPR0400_frame_000328_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9378
GOPR0400_frame_000328_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9174
GOPR0400_frame_000328_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8713
GOPR0400_frame_000337_rgb_anon.png,rain,noisy,sobel_p75,0.3461
GOPR0400_frame_000337_rgb_anon.png,rain,noisy,canny_proj3,0.2577
GOPR0400_frame_000337_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4760
GOPR0400_frame_000337_rgb_anon.png,rain,blurred,sobel_p75,0.5828
GOPR0400_frame_000337_rgb_anon.png,rain,blurred,canny_proj3,0.1926
GOPR0400_frame_000337_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1860
GOPR0400_frame_000337_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9340
GOPR0400_frame_000337_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9345
GOPR0400_frame_000337_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8946
GOPR0400_frame_000350_rgb_anon.png,rain,noisy,sobel_p75,0.3042
GOPR0400_frame_000350_rgb_anon.png,rain,noisy,canny_proj3,0.1815
GOPR0400_frame_000350_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3801
GOPR0400_frame_000350_rgb_anon.png,rain,blurred,sobel_p75,0.5710
GOPR0400_frame_000350_rgb_anon.png,rain,blurred,canny_proj3,0.2832
GOPR0400_frame_000350_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2871
GOPR0400_frame_000350_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9246
GOPR0400_frame_000350_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9190
GOPR0400_frame_000350_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8803
GOPR0400_frame_000370_rgb_anon.png,rain,noisy,sobel_p75,0.3310
GOPR0400_frame_000370_rgb_anon.png,rain,noisy,canny_proj3,0.2144
GOPR0400_frame_000370_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3964
GOPR0400_frame_000370_rgb_anon.png,rain,blurred,sobel_p75,0.5732
GOPR0400_frame_000370_rgb_anon.png,rain,blurred,canny_proj3,0.2802
GOPR0400_frame_000370_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2755
GOPR0400_frame_000370_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9371
GOPR0400_frame_000370_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9360
GOPR0400_frame_000370_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8914
GOPR0400_frame_000405_rgb_anon.png,rain,noisy,sobel_p75,0.3750
GOPR0400_frame_000405_rgb_anon.png,rain,noisy,canny_proj3,0.2135
GOPR0400_frame_000405_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3994
GOPR0400_frame_000405_rgb_anon.png,rain,blurred,sobel_p75,0.5812
GOPR0400_frame_000405_rgb_anon.png,rain,blurred,canny_proj3,0.2150
GOPR0400_frame_000405_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2063
GOPR0400_frame_000405_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9471
GOPR0400_frame_000405_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9296
GOPR0400_frame_000405_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8699
GOPR0400_frame_000431_rgb_anon.png,rain,noisy,sobel_p75,0.3260
GOPR0400_frame_000431_rgb_anon.png,rain,noisy,canny_proj3,0.2260
GOPR0400_frame_000431_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4080
GOPR0400_frame_000431_rgb_anon.png,rain,blurred,sobel_p75,0.5047
GOPR0400_frame_000431_rgb_anon.png,rain,blurred,canny_proj3,0.1688
GOPR0400_frame_000431_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1752
GOPR0400_frame_000431_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9319
GOPR0400_frame_000431_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9241
GOPR0400_frame_000431_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8889
GOPR0400_frame_000436_rgb_anon.png,rain,noisy,sobel_p75,0.3599
GOPR0400_frame_000436_rgb_anon.png,rain,noisy,canny_proj3,0.3077
GOPR0400_frame_000436_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4438
GOPR0400_frame_000436_rgb_anon.png,rain,blurred,sobel_p75,0.5192
GOPR0400_frame_000436_rgb_anon.png,rain,blurred,canny_proj3,0.1711
GOPR0400_frame_000436_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1683
GOPR0400_frame_000436_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9354
GOPR0400_frame_000436_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9332
GOPR0400_frame_000436_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8828
GOPR0400_frame_000443_rgb_anon.png,rain,noisy,sobel_p75,0.3097
GOPR0400_frame_000443_rgb_anon.png,rain,noisy,canny_proj3,0.1925
GOPR0400_frame_000443_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3753
GOPR0400_frame_000443_rgb_anon.png,rain,blurred,sobel_p75,0.5316
GOPR0400_frame_000443_rgb_anon.png,rain,blurred,canny_proj3,0.1785
GOPR0400_frame_000443_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1877
GOPR0400_frame_000443_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9197
GOPR0400_frame_000443_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9128
GOPR0400_frame_000443_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8719
GOPR0400_frame_000454_rgb_anon.png,rain,noisy,sobel_p75,0.3082
GOPR0400_frame_000454_rgb_anon.png,rain,noisy,canny_proj3,0.2141
GOPR0400_frame_000454_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3933
GOPR0400_frame_000454_rgb_anon.png,rain,blurred,sobel_p75,0.5411
GOPR0400_frame_000454_rgb_anon.png,rain,blurred,canny_proj3,0.1688
GOPR0400_frame_000454_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1674
GOPR0400_frame_000454_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9213
GOPR0400_frame_000454_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9199
GOPR0400_frame_000454_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8737
GOPR0122_frame_000161_rgb_anon.png,snow,noisy,sobel_p75,0.5378
GOPR0122_frame_000161_rgb_anon.png,snow,noisy,canny_proj3,0.4052
GOPR0122_frame_000161_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.5306
GOPR0122_frame_000161_rgb_anon.png,snow,blurred,sobel_p75,0.4009
GOPR0122_frame_000161_rgb_anon.png,snow,blurred,canny_proj3,0.1604
GOPR0122_frame_000161_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1558
GOPR0122_frame_000161_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9767
GOPR0122_frame_000161_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9497
GOPR0122_frame_000161_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.9150
GOPR0122_frame_000176_rgb_anon.png,snow,noisy,sobel_p75,0.4166
GOPR0122_frame_000176_rgb_anon.png,snow,noisy,canny_proj3,0.2470
GOPR0122_frame_000176_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4219
GOPR0122_frame_000176_rgb_anon.png,snow,blurred,sobel_p75,0.4393
GOPR0122_frame_000176_rgb_anon.png,snow,blurred,canny_proj3,0.1701
GOPR0122_frame_000176_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1698
GOPR0122_frame_000176_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9615
GOPR0122_frame_000176_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9320
GOPR0122_frame_000176_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8912
GOPR0122_frame_000185_rgb_anon.png,snow,noisy,sobel_p75,0.4084
GOPR0122_frame_000185_rgb_anon.png,snow,noisy,canny_proj3,0.2841
GOPR0122_frame_000185_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4364
GOPR0122_frame_000185_rgb_anon.png,snow,blurred,sobel_p75,0.4285
GOPR0122_frame_000185_rgb_anon.png,snow,blurred,canny_proj3,0.1564
GOPR0122_frame_000185_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1608
GOPR0122_frame_000185_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9607
GOPR0122_frame_000185_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9323
GOPR0122_frame_000185_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8933
GOPR0122_frame_000192_rgb_anon.png,snow,noisy,sobel_p75,0.4941
GOPR0122_frame_000192_rgb_anon.png,snow,noisy,canny_proj3,0.2928
GOPR0122_frame_000192_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4387
GOPR0122_frame_000192_rgb_anon.png,snow,blurred,sobel_p75,0.4605
GOPR0122_frame_000192_rgb_anon.png,snow,blurred,canny_proj3,0.1984
GOPR0122_frame_000192_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2018
GOPR0122_frame_000192_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9734
GOPR0122_frame_000192_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9386
GOPR0122_frame_000192_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8966
GOPR0122_frame_000198_rgb_anon.png,snow,noisy,sobel_p75,0.4608
GOPR0122_frame_000198_rgb_anon.png,snow,noisy,canny_proj3,0.2947
GOPR0122_frame_000198_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4368
GOPR0122_frame_000198_rgb_anon.png,snow,blurred,sobel_p75,0.4691
GOPR0122_frame_000198_rgb_anon.png,snow,blurred,canny_proj3,0.1924
GOPR0122_frame_000198_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1920
GOPR0122_frame_000198_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9576
GOPR0122_frame_000198_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9368
GOPR0122_frame_000198_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8956
GOPR0122_frame_000205_rgb_anon.png,snow,noisy,sobel_p75,0.5051
GOPR0122_frame_000205_rgb_anon.png,snow,noisy,canny_proj3,0.3641
GOPR0122_frame_000205_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4946
GOPR0122_frame_000205_rgb_anon.png,snow,blurred,sobel_p75,0.4572
GOPR0122_frame_000205_rgb_anon.png,snow,blurred,canny_proj3,0.1647
GOPR0122_frame_000205_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1570
GOPR0122_frame_000205_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9743
GOPR0122_frame_000205_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9429
GOPR0122_frame_000205_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8987
GOPR0122_frame_000212_rgb_anon.png,snow,noisy,sobel_p75,0.4051
GOPR0122_frame_000212_rgb_anon.png,snow,noisy,canny_proj3,0.2730
GOPR0122_frame_000212_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4220
GOPR0122_frame_000212_rgb_anon.png,snow,blurred,sobel_p75,0.4369
GOPR0122_frame_000212_rgb_anon.png,snow,blurred,canny_proj3,0.1902
GOPR0122_frame_000212_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1887
GOPR0122_frame_000212_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9358
GOPR0122_frame_000212_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9392
GOPR0122_frame_000212_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8952
GOPR0122_frame_000221_rgb_anon.png,snow,noisy,sobel_p75,0.3773
GOPR0122_frame_000221_rgb_anon.png,snow,noisy,canny_proj3,0.2144
GOPR0122_frame_000221_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3943
GOPR0122_frame_000221_rgb_anon.png,snow,blurred,sobel_p75,0.4972
GOPR0122_frame_000221_rgb_anon.png,snow,blurred,canny_proj3,0.2039
GOPR0122_frame_000221_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2076
GOPR0122_frame_000221_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9577
GOPR0122_frame_000221_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9365
GOPR0122_frame_000221_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.9011
GOPR0122_frame_000227_rgb_anon.png,snow,noisy,sobel_p75,0.3961
GOPR0122_frame_000227_rgb_anon.png,snow,noisy,canny_proj3,0.2549
GOPR0122_frame_000227_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3775
GOPR0122_frame_000227_rgb_anon.png,snow,blurred,sobel_p75,0.3992
GOPR0122_frame_000227_rgb_anon.png,snow,blurred,canny_proj3,0.1772
GOPR0122_frame_000227_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1774
GOPR0122_frame_000227_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9601
GOPR0122_frame_000227_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9286
GOPR0122_frame_000227_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8780
GOPR0122_frame_000234_rgb_anon.png,snow,noisy,sobel_p75,0.4395
GOPR0122_frame_000234_rgb_anon.png,snow,noisy,canny_proj3,0.2551
GOPR0122_frame_000234_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3926
GOPR0122_frame_000234_rgb_anon.png,snow,blurred,sobel_p75,0.4564
GOPR0122_frame_000234_rgb_anon.png,snow,blurred,canny_proj3,0.1943
GOPR0122_frame_000234_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1935
GOPR0122_frame_000234_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9673
GOPR0122_frame_000234_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9352
GOPR0122_frame_000234_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8818
GOPR0122_frame_000248_rgb_anon.png,snow,noisy,sobel_p75,0.5627
GOPR0122_frame_000248_rgb_anon.png,snow,noisy,canny_proj3,0.3686
GOPR0122_frame_000248_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4890
GOPR0122_frame_000248_rgb_anon.png,snow,blurred,sobel_p75,0.4378
GOPR0122_frame_000248_rgb_anon.png,snow,blurred,canny_proj3,0.2060
GOPR0122_frame_000248_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1915
GOPR0122_frame_000248_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9773
GOPR0122_frame_000248_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9463
GOPR0122_frame_000248_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.9022
GOPR0122_frame_000265_rgb_anon.png,snow,noisy,sobel_p75,0.4243
GOPR0122_frame_000265_rgb_anon.png,snow,noisy,canny_proj3,0.2890
GOPR0122_frame_000265_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4594
GOPR0122_frame_000265_rgb_anon.png,snow,blurred,sobel_p75,0.4000
GOPR0122_frame_000265_rgb_anon.png,snow,blurred,canny_proj3,0.1619
GOPR0122_frame_000265_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1649
GOPR0122_frame_000265_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9635
GOPR0122_frame_000265_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9358
