image,condition,distortion,detector,score_iou_or_ari
GOPR0376_frame_000887_rgb_anon.png,night,blurred,canny_proj3_preblur,0.2483
GOPR0376_frame_000887_rgb_anon.png,night,blurred,texture_seg,0.8205
GOPR0376_frame_000887_rgb_anon.png,night,lowcontrast,sobel_p75,0.8458
GOPR0376_frame_000887_rgb_anon.png,night,lowcontrast,canny_proj3,0.9117
GOPR0376_frame_000887_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8464
GOPR0376_frame_000887_rgb_anon.png,night,lowcontrast,texture_seg,0.8837
GOPR0376_frame_000916_rgb_anon.png,night,noisy,sobel_p75,0.2707
GOPR0376_frame_000916_rgb_anon.png,night,noisy,canny_proj3,0.1595
GOPR0376_frame_000916_rgb_anon.png,night,noisy,canny_proj3_preblur,0.3767
GOPR0376_frame_000916_rgb_anon.png,night,noisy,texture_seg,0.4670
GOPR0376_frame_000916_rgb_anon.png,night,blurred,sobel_p75,0.5745
GOPR0376_frame_000916_rgb_anon.png,night,blurred,canny_proj3,0.2330
GOPR0376_frame_000916_rgb_anon.png,night,blurred,canny_proj3_preblur,0.2567
GOPR0376_frame_000916_rgb_anon.png,night,blurred,texture_seg,0.3906
GOPR0376_frame_000916_rgb_anon.png,night,lowcontrast,sobel_p75,0.8535
GOPR0376_frame_000916_rgb_anon.png,night,lowcontrast,canny_proj3,0.9032
GOPR0376_frame_000916_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8509
GOPR0376_frame_000916_rgb_anon.png,night,lowcontrast,texture_seg,0.7922
GOPR0376_frame_001001_rgb_anon.png,night,noisy,sobel_p75,0.2103
GOPR0376_frame_001001_rgb_anon.png,night,noisy,canny_proj3,0.0444
GOPR0376_frame_001001_rgb_anon.png,night,noisy,canny_proj3_preblur,0.2036
GOPR0376_frame_001001_rgb_anon.png,night,noisy,texture_seg,0.5687
GOPR0376_frame_001001_rgb_anon.png,night,blurred,sobel_p75,0.4112
GOPR0376_frame_001001_rgb_anon.png,night,blurred,canny_proj3,0.2444
GOPR0376_frame_001001_rgb_anon.png,night,blurred,canny_proj3_preblur,0.2607
GOPR0376_frame_001001_rgb_anon.png,night,blurred,texture_seg,0.6128
GOPR0376_frame_001001_rgb_anon.png,night,lowcontrast,sobel_p75,0.7567
GOPR0376_frame_001001_rgb_anon.png,night,lowcontrast,canny_proj3,0.8545
GOPR0376_frame_001001_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8031
GOPR0376_frame_001001_rgb_anon.png,night,lowcontrast,texture_seg,0.8170
GP010376_frame_000145_rgb_anon.png,night,noisy,sobel_p75,0.2188
GP010376_frame_000145_rgb_anon.png,night,noisy,canny_proj3,0.0837
GP010376_frame_000145_rgb_anon.png,night,noisy,canny_proj3_preblur,0.2611
GP010376_frame_000145_rgb_anon.png,night,noisy,texture_seg,0.3599
GP010376_frame_000145_rgb_anon.png,night,blurred,sobel_p75,0.4634
GP010376_frame_000145_rgb_anon.png,night,blurred,canny_proj3,0.3277
GP010376_frame_000145_rgb_anon.png,night,blurred,canny_proj3_preblur,0.3513
GP010376_frame_000145_rgb_anon.png,night,blurred,texture_seg,0.5896
GP010376_frame_000145_rgb_anon.png,night,lowcontrast,sobel_p75,0.7972
GP010376_frame_000145_rgb_anon.png,night,lowcontrast,canny_proj3,0.8935
GP010376_frame_000145_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8281
GP010376_frame_000145_rgb_anon.png,night,lowcontrast,texture_seg,0.9282
GP010376_frame_000251_rgb_anon.png,night,noisy,sobel_p75,0.2357
GP010376_frame_000251_rgb_anon.png,night,noisy,canny_proj3,0.1370
GP010376_frame_000251_rgb_anon.png,night,noisy,canny_proj3_preblur,0.3424
GP010376_frame_000251_rgb_anon.png,night,noisy,texture_seg,0.8222
GP010376_frame_000251_rgb_anon.png,night,blurred,sobel_p75,0.4101
GP010376_frame_000251_rgb_anon.png,night,blurred,canny_proj3,0.2770
GP010376_frame_000251_rgb_anon.png,night,blurred,canny_proj3_preblur,0.3089
GP010376_frame_000251_rgb_anon.png,night,blurred,texture_seg,0.4945
GP010376_frame_000251_rgb_anon.png,night,lowcontrast,sobel_p75,0.6415
GP010376_frame_000251_rgb_anon.png,night,lowcontrast,canny_proj3,0.9204
GP010376_frame_000251_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8539
GP010376_frame_000251_rgb_anon.png,night,lowcontrast,texture_seg,0.6300
GP010376_frame_000283_rgb_anon.png,night,noisy,sobel_p75,0.2206
GP010376_frame_000283_rgb_anon.png,night,noisy,canny_proj3,0.0761
GP010376_frame_000283_rgb_anon.png,night,noisy,canny_proj3_preblur,0.2732
GP010376_frame_000283_rgb_anon.png,night,noisy,texture_seg,0.9026
GP010376_frame_000283_rgb_anon.png,night,blurred,sobel_p75,0.4191
GP010376_frame_000283_rgb_anon.png,night,blurred,canny_proj3,0.2857
GP010376_frame_000283_rgb_anon.png,night,blurred,canny_proj3_preblur,0.3156
GP010376_frame_000283_rgb_anon.png,night,blurred,texture_seg,0.6516
GP010376_frame_000283_rgb_anon.png,night,lowcontrast,sobel_p75,0.7861
GP010376_frame_000283_rgb_anon.png,night,lowcontrast,canny_proj3,0.8792
GP010376_frame_000283_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8170
GP010376_frame_000283_rgb_anon.png,night,lowcontrast,texture_seg,0.5705
GP010397_frame_000096_rgb_anon.png,night,noisy,sobel_p75,0.2399
GP010397_frame_000096_rgb_anon.png,night,noisy,canny_proj3,0.1445
GP010397_frame_000096_rgb_anon.png,night,noisy,canny_proj3_preblur,0.3362
GP010397_frame_000096_rgb_anon.png,night,noisy,texture_seg,0.7374
GP010397_frame_000096_rgb_anon.png,night,blurred,sobel_p75,0.4628
GP010397_frame_000096_rgb_anon.png,night,blurred,canny_proj3,0.2946
GP010397_frame_000096_rgb_anon.png,night,blurred,canny_proj3_preblur,0.2974
GP010397_frame_000096_rgb_anon.png,night,blurred,texture_seg,0.4319
GP010397_frame_000096_rgb_anon.png,night,lowcontrast,sobel_p75,0.8093
GP010397_frame_000096_rgb_anon.png,night,lowcontrast,canny_proj3,0.9078
GP010397_frame_000096_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8587
GP010397_frame_000096_rgb_anon.png,night,lowcontrast,texture_seg,0.7454
GP010397_frame_000193_rgb_anon.png,night,noisy,sobel_p75,0.2609
GP010397_frame_000193_rgb_anon.png,night,noisy,canny_proj3,0.1643
GP010397_frame_000193_rgb_anon.png,night,noisy,canny_proj3_preblur,0.4072
GP010397_frame_000193_rgb_anon.png,night,noisy,texture_seg,0.8801
GP010397_frame_000193_rgb_anon.png,night,blurred,sobel_p75,0.4893
GP010397_frame_000193_rgb_anon.png,night,blurred,canny_proj3,0.3349
GP010397_frame_000193_rgb_anon.png,night,blurred,canny_proj3_preblur,0.3603
GP010397_frame_000193_rgb_anon.png,night,blurred,texture_seg,0.8911
GP010397_frame_000193_rgb_anon.png,night,lowcontrast,sobel_p75,0.7527
GP010397_frame_000193_rgb_anon.png,night,lowcontrast,canny_proj3,0.9304
GP010397_frame_000193_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8754
GP010397_frame_000193_rgb_anon.png,night,lowcontrast,texture_seg,0.8705
GP010397_frame_000775_rgb_anon.png,night,noisy,sobel_p75,0.2959
GP010397_frame_000775_rgb_anon.png,night,noisy,canny_proj3,0.3036
GP010397_frame_000775_rgb_anon.png,night,noisy,canny_proj3_preblur,0.5097
GP010397_frame_000775_rgb_anon.png,night,noisy,texture_seg,0.7925
GP010397_frame_000775_rgb_anon.png,night,blurred,sobel_p75,0.4854
GP010397_frame_000775_rgb_anon.png,night,blurred,canny_proj3,0.2799
GP010397_frame_000775_rgb_anon.png,night,blurred,canny_proj3_preblur,0.2835
GP010397_frame_000775_rgb_anon.png,night,blurred,texture_seg,0.6627
GP010397_frame_000775_rgb_anon.png,night,lowcontrast,sobel_p75,0.7256
GP010397_frame_000775_rgb_anon.png,night,lowcontrast,canny_proj3,0.9439
GP010397_frame_000775_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.9042
GP010397_frame_000775_rgb_anon.png,night,lowcontrast,texture_seg,0.8391
GP020397_frame_000030_rgb_anon.png,night,noisy,sobel_p75,0.2401
GP020397_frame_000030_rgb_anon.png,night,noisy,canny_proj3,0.1679
GP020397_frame_000030_rgb_anon.png,night,noisy,canny_proj3_preblur,0.3786
GP020397_frame_000030_rgb_anon.png,night,noisy,texture_seg,0.8601
GP020397_frame_000030_rgb_anon.png,night,blurred,sobel_p75,0.4977
GP020397_frame_000030_rgb_anon.png,night,blurred,canny_proj3,0.2650
GP020397_frame_000030_rgb_anon.png,night,blurred,canny_proj3_preblur,0.2915
GP020397_frame_000030_rgb_anon.png,night,blurred,texture_seg,0.3241
GP020397_frame_000030_rgb_anon.png,night,lowcontrast,sobel_p75,0.8051
GP020397_frame_000030_rgb_anon.png,night,lowcontrast,canny_proj3,0.9233
GP020397_frame_000030_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8657
GP020397_frame_000030_rgb_anon.png,night,lowcontrast,texture_seg,0.3618
GP020397_frame_000069_rgb_anon.png,night,noisy,sobel_p75,0.2515
GP020397_frame_000069_rgb_anon.png,night,noisy,canny_proj3,0.1485
GP020397_frame_000069_rgb_anon.png,night,noisy,canny_proj3_preblur,0.3657
GP020397_frame_000069_rgb_anon.png,night,noisy,texture_seg,0.6148
GP020397_frame_000069_rgb_anon.png,night,blurred,sobel_p75,0.4862
GP020397_frame_000069_rgb_anon.png,night,blurred,canny_proj3,0.3371
GP020397_frame_000069_rgb_anon.png,night,blurred,canny_proj3_preblur,0.3505
GP020397_frame_000069_rgb_anon.png,night,blurred,texture_seg,0.7193
GP020397_frame_000069_rgb_anon.png,night,lowcontrast,sobel_p75,0.8210
GP020397_frame_000069_rgb_anon.png,night,lowcontrast,canny_proj3,0.9035
GP020397_frame_000069_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8555
GP020397_frame_000069_rgb_anon.png,night,lowcontrast,texture_seg,0.9603
GP020397_frame_000167_rgb_anon.png,night,noisy,sobel_p75,0.2646
GP020397_frame_000167_rgb_anon.png,night,noisy,canny_proj3,0.1748
GP020397_frame_000167_rgb_anon.png,night,noisy,canny_proj3_preblur,0.3720
GP020397_frame_000167_rgb_anon.png,night,noisy,texture_seg,0.9301
GP020397_frame_000167_rgb_anon.png,night,blurred,sobel_p75,0.4630
GP020397_frame_000167_rgb_anon.png,night,blurred,canny_proj3,0.2612
GP020397_frame_000167_rgb_anon.png,night,blurred,canny_proj3_preblur,0.2776
GP020397_frame_000167_rgb_anon.png,night,blurred,texture_seg,0.4770
GP020397_frame_000167_rgb_anon.png,night,lowcontrast,sobel_p75,0.8421
GP020397_frame_000167_rgb_anon.png,night,lowcontrast,canny_proj3,0.9187
GP020397_frame_000167_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8663
GP020397_frame_000167_rgb_anon.png,night,lowcontrast,texture_seg,0.9492
GP020397_frame_000425_rgb_anon.png,night,noisy,sobel_p75,0.2503
GP020397_frame_000425_rgb_anon.png,night,noisy,canny_proj3,0.1123
GP020397_frame_000425_rgb_anon.png,night,noisy,canny_proj3_preblur,0.3070
GP020397_frame_000425_rgb_anon.png,night,noisy,texture_seg,0.8388
GP020397_frame_000425_rgb_anon.png,night,blurred,sobel_p75,0.5054
GP020397_frame_000425_rgb_anon.png,night,blurred,canny_proj3,0.2536
GP020397_frame_000425_rgb_anon.png,night,blurred,canny_proj3_preblur,0.3120
GP020397_frame_000425_rgb_anon.png,night,blurred,texture_seg,0.4966
GP020397_frame_000425_rgb_anon.png,night,lowcontrast,sobel_p75,0.7483
GP020397_frame_000425_rgb_anon.png,night,lowcontrast,canny_proj3,0.8857
GP020397_frame_000425_rgb_anon.png,night,lowcontrast,canny_proj3_preblur,0.8546
GP020397_frame_000425_rgb_anon.png,night,lowcontrast,texture_seg,0.9505
GOPR0400_frame_000494_rgb_anon.png,rain,noisy,sobel_p75,0.2562
GOPR0400_frame_000494_rgb_anon.png,rain,noisy,canny_proj3,0.1136
GOPR0400_frame_000494_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3060
GOPR0400_frame_000494_rgb_anon.png,rain,noisy,texture_seg,0.8384
GOPR0400_frame_000494_rgb_anon.png,rain,blurred,sobel_p75,0.5617
GOPR0400_frame_000494_rgb_anon.png,rain,blurred,canny_proj3,0.1722
GOPR0400_frame_000494_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1815
GOPR0400_frame_000494_rgb_anon.png,rain,blurred,texture_seg,0.7129
GOPR0400_frame_000494_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8641
GOPR0400_frame_000494_rgb_anon.png,rain,lowcontrast,canny_proj3,0.8961
GOPR0400_frame_000494_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8398
GOPR0400_frame_000494_rgb_anon.png,rain,lowcontrast,texture_seg,0.8409
GOPR0400_frame_000683_rgb_anon.png,rain,noisy,sobel_p75,0.2984
GOPR0400_frame_000683_rgb_anon.png,rain,noisy,canny_proj3,0.1738
GOPR0400_frame_000683_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3500
GOPR0400_frame_000683_rgb_anon.png,rain,noisy,texture_seg,0.3818
GOPR0400_frame_000683_rgb_anon.png,rain,blurred,sobel_p75,0.5060
GOPR0400_frame_000683_rgb_anon.png,rain,blurred,canny_proj3,0.1150
GOPR0400_frame_000683_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1383
GOPR0400_frame_000683_rgb_anon.png,rain,blurred,texture_seg,0.7475
GOPR0400_frame_000683_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9182
GOPR0400_frame_000683_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9076
GOPR0400_frame_000683_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8485
GOPR0400_frame_000683_rgb_anon.png,rain,lowcontrast,texture_seg,0.8655
GOPR0400_frame_000727_rgb_anon.png,rain,noisy,sobel_p75,0.2639
GOPR0400_frame_000727_rgb_anon.png,rain,noisy,canny_proj3,0.1235
GOPR0400_frame_000727_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.2962
GOPR0400_frame_000727_rgb_anon.png,rain,noisy,texture_seg,0.8947
GOPR0400_frame_000727_rgb_anon.png,rain,blurred,sobel_p75,0.5679
GOPR0400_frame_000727_rgb_anon.png,rain,blurred,canny_proj3,0.2231
GOPR0400_frame_000727_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2255
GOPR0400_frame_000727_rgb_anon.png,rain,blurred,texture_seg,0.8905
GOPR0400_frame_000727_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8930
GOPR0400_frame_000727_rgb_anon.png,rain,lowcontrast,canny_proj3,0.8971
GOPR0400_frame_000727_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8266
GOPR0400_frame_000727_rgb_anon.png,rain,lowcontrast,texture_seg,0.8720
GOPR0400_frame_000783_rgb_anon.png,rain,noisy,sobel_p75,0.3135
GOPR0400_frame_000783_rgb_anon.png,rain,noisy,canny_proj3,0.1561
GOPR0400_frame_000783_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.2776
GOPR0400_frame_000783_rgb_anon.png,rain,noisy,texture_seg,0.7016
GOPR0400_frame_000783_rgb_anon.png,rain,blurred,sobel_p75,0.5688
GOPR0400_frame_000783_rgb_anon.png,rain,blurred,canny_proj3,0.2367
GOPR0400_frame_000783_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2452
GOPR0400_frame_000783_rgb_anon.png,rain,blurred,texture_seg,0.7897
GOPR0400_frame_000783_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9370
GOPR0400_frame_000783_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9191
GOPR0400_frame_000783_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8679
GOPR0400_frame_000783_rgb_anon.png,rain,lowcontrast,texture_seg,0.7769
GOPR0400_frame_000829_rgb_anon.png,rain,noisy,sobel_p75,0.3405
GOPR0400_frame_000829_rgb_anon.png,rain,noisy,canny_proj3,0.2715
GOPR0400_frame_000829_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4091
GOPR0400_frame_000829_rgb_anon.png,rain,noisy,texture_seg,0.8465
GOPR0400_frame_000829_rgb_anon.png,rain,blurred,sobel_p75,0.5449
GOPR0400_frame_000829_rgb_anon.png,rain,blurred,canny_proj3,0.1721
GOPR0400_frame_000829_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1663
GOPR0400_frame_000829_rgb_anon.png,rain,blurred,texture_seg,0.6647
GOPR0400_frame_000829_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9346
GOPR0400_frame_000829_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9188
GOPR0400_frame_000829_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8736
GOPR0400_frame_000829_rgb_anon.png,rain,lowcontrast,texture_seg,0.5620
GOPR0400_frame_000960_rgb_anon.png,rain,noisy,sobel_p75,0.3288
GOPR0400_frame_000960_rgb_anon.png,rain,noisy,canny_proj3,0.1938
GOPR0400_frame_000960_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3539
GOPR0400_frame_000960_rgb_anon.png,rain,noisy,texture_seg,0.8485
GOPR0400_frame_000960_rgb_anon.png,rain,blurred,sobel_p75,0.5122
GOPR0400_frame_000960_rgb_anon.png,rain,blurred,canny_proj3,0.1635
GOPR0400_frame_000960_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1706
GOPR0400_frame_000960_rgb_anon.png,rain,blurred,texture_seg,0.7996
GOPR0400_frame_000960_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9289
GOPR0400_frame_000960_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9125
GOPR0400_frame_000960_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8629
GOPR0400_frame_000960_rgb_anon.png,rain,lowcontrast,texture_seg,0.8330
GOPR0402_frame_000511_rgb_anon.png,rain,noisy,sobel_p75,0.5481
GOPR0402_frame_000511_rgb_anon.png,rain,noisy,canny_proj3,0.4209
GOPR0402_frame_000511_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.5700
GOPR0402_frame_000511_rgb_anon.png,rain,noisy,texture_seg,0.8798
GOPR0402_frame_000511_rgb_anon.png,rain,blurred,sobel_p75,0.5418
GOPR0402_frame_000511_rgb_anon.png,rain,blurred,canny_proj3,0.1652
GOPR0402_frame_000511_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1587
GOPR0402_frame_000511_rgb_anon.png,rain,blurred,texture_seg,0.5396
GOPR0402_frame_000511_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9753
GOPR0402_frame_000511_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9512
GOPR0402_frame_000511_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.9135
GOPR0402_frame_000511_rgb_anon.png,rain,lowcontrast,texture_seg,0.8825
GOPR0402_frame_000874_rgb_anon.png,rain,noisy,sobel_p75,0.3492
GOPR0402_frame_000874_rgb_anon.png,rain,noisy,canny_proj3,0.2906
GOPR0402_frame_000874_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4332
GOPR0402_frame_000874_rgb_anon.png,rain,noisy,texture_seg,0.8701
GOPR0402_frame_000874_rgb_anon.png,rain,blurred,sobel_p75,0.4980
GOPR0402_frame_000874_rgb_anon.png,rain,blurred,canny_proj3,0.1566
GOPR0402_frame_000874_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1594
GOPR0402_frame_000874_rgb_anon.png,rain,blurred,texture_seg,0.6801
GOPR0402_frame_000874_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9432
GOPR0402_frame_000874_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9206
GOPR0402_frame_000874_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8772
GOPR0402_frame_000874_rgb_anon.png,rain,lowcontrast,texture_seg,0.9006
GP010400_frame_000042_rgb_anon.png,rain,noisy,sobel_p75,0.3563
GP010400_frame_000042_rgb_anon.png,rain,noisy,canny_proj3,0.2806
GP010400_frame_000042_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4483
GP010400_frame_000042_rgb_anon.png,rain,noisy,texture_seg,0.8825
GP010400_frame_000042_rgb_anon.png,rain,blurred,sobel_p75,0.5477
GP010400_frame_000042_rgb_anon.png,rain,blurred,canny_proj3,0.1404
GP010400_frame_000042_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1411
GP010400_frame_000042_rgb_anon.png,rain,blurred,texture_seg,0.7844
GP010400_frame_000042_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9389
GP010400_frame_000042_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9225
GP010400_frame_000042_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8844
GP010400_frame_000042_rgb_anon.png,rain,lowcontrast,texture_seg,0.8730
GP010400_frame_000087_rgb_anon.png,rain,noisy,sobel_p75,0.3374
GP010400_frame_000087_rgb_anon.png,rain,noisy,canny_proj3,0.2036
GP010400_frame_000087_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4025
GP010400_frame_000087_rgb_anon.png,rain,noisy,texture_seg,0.7980
GP010400_frame_000087_rgb_anon.png,rain,blurred,sobel_p75,0.4965
GP010400_frame_000087_rgb_anon.png,rain,blurred,canny_proj3,0.2029
GP010400_frame_000087_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1970
GP010400_frame_000087_rgb_anon.png,rain,blurred,texture_seg,0.6039
GP010400_frame_000087_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9379
GP010400_frame_000087_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9269
GP010400_frame_000087_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8827
GP010400_frame_000087_rgb_anon.png,rain,lowcontrast,texture_seg,0.7816
GP010400_frame_000519_rgb_anon.png,rain,noisy,sobel_p75,0.3336
GP010400_frame_000519_rgb_anon.png,rain,noisy,canny_proj3,0.2058
GP010400_frame_000519_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3582
GP010400_frame_000519_rgb_anon.png,rain,noisy,texture_seg,0.7175
GP010400_frame_000519_rgb_anon.png,rain,blurred,sobel_p75,0.4982
GP010400_frame_000519_rgb_anon.png,rain,blurred,canny_proj3,0.1717
GP010400_frame_000519_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1790
GP010400_frame_000519_rgb_anon.png,rain,blurred,texture_seg,0.6611
GP010400_frame_000519_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9337
GP010400_frame_000519_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9110
GP010400_frame_000519_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8601
GP010400_frame_000519_rgb_anon.png,rain,lowcontrast,texture_seg,0.7738
GP010400_frame_000543_rgb_anon.png,rain,noisy,sobel_p75,0.3039
GP010400_frame_000543_rgb_anon.png,rain,noisy,canny_proj3,0.1792
GP010400_frame_000543_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3579
GP010400_frame_000543_rgb_anon.png,rain,noisy,texture_seg,0.8584
GP010400_frame_000543_rgb_anon.png,rain,blurred,sobel_p75,0.5645
GP010400_frame_000543_rgb_anon.png,rain,blurred,canny_proj3,0.1882
GP010400_frame_000543_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2041
GP010400_frame_000543_rgb_anon.png,rain,blurred,texture_seg,0.8250
GP010400_frame_000543_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9110
GP010400_frame_000543_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9209
GP010400_frame_000543_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8662
GP010400_frame_000543_rgb_anon.png,rain,lowcontrast,texture_seg,0.8759
GP010400_frame_000597_rgb_anon.png,rain,noisy,sobel_p75,0.3517
GP010400_frame_000597_rgb_anon.png,rain,noisy,canny_proj3,0.2431
GP010400_frame_000597_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3929
GP010400_frame_000597_rgb_anon.png,rain,noisy,texture_seg,0.8783
GP010400_frame_000597_rgb_anon.png,rain,blurred,sobel_p75,0.5387
GP010400_frame_000597_rgb_anon.png,rain,blurred,canny_proj3,0.2278
GP010400_frame_000597_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2327
GP010400_frame_000597_rgb_anon.png,rain,blurred,texture_seg,0.7768
GP010400_frame_000597_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9351
GP010400_frame_000597_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9239
GP010400_frame_000597_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8699
GP010400_frame_000597_rgb_anon.png,rain,lowcontrast,texture_seg,0.9131
GP010402_frame_000058_rgb_anon.png,rain,noisy,sobel_p75,0.3252
GP010402_frame_000058_rgb_anon.png,rain,noisy,canny_proj3,0.2407
GP010402_frame_000058_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4126
GP010402_frame_000058_rgb_anon.png,rain,noisy,texture_seg,0.8786
GP010402_frame_000058_rgb_anon.png,rain,blurred,sobel_p75,0.5548
GP010402_frame_000058_rgb_anon.png,rain,blurred,canny_proj3,0.1684
GP010402_frame_000058_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1753
GP010402_frame_000058_rgb_anon.png,rain,blurred,texture_seg,0.7679
GP010402_frame_000058_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9099
GP010402_frame_000058_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9139
GP010402_frame_000058_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8678
GP010402_frame_000058_rgb_anon.png,rain,lowcontrast,texture_seg,0.8692
GP010402_frame_000078_rgb_anon.png,rain,noisy,sobel_p75,0.3340
GP010402_frame_000078_rgb_anon.png,rain,noisy,canny_proj3,0.2529
GP010402_frame_000078_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4200
GP010402_frame_000078_rgb_anon.png,rain,noisy,texture_seg,0.6762
GP010402_frame_000078_rgb_anon.png,rain,blurred,sobel_p75,0.5336
GP010402_frame_000078_rgb_anon.png,rain,blurred,canny_proj3,0.1562
GP010402_frame_000078_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1660
GP010402_frame_000078_rgb_anon.png,rain,blurred,texture_seg,0.7854
GP010402_frame_000078_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9422
GP010402_frame_000078_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9126
GP010402_frame_000078_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8556
GP010402_frame_000078_rgb_anon.png,rain,lowcontrast,texture_seg,0.8743
GP020400_frame_000365_rgb_anon.png,rain,noisy,sobel_p75,0.3550
GP020400_frame_000365_rgb_anon.png,rain,noisy,canny_proj3,0.2026
GP020400_frame_000365_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3359
GP020400_frame_000365_rgb_anon.png,rain,noisy,texture_seg,0.6974
GP020400_frame_000365_rgb_anon.png,rain,blurred,sobel_p75,0.5331
GP020400_frame_000365_rgb_anon.png,rain,blurred,canny_proj3,0.1904
GP020400_frame_000365_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.2042
GP020400_frame_000365_rgb_anon.png,rain,blurred,texture_seg,0.7595
GP020400_frame_000365_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9357
GP020400_frame_000365_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9035
