image,condition,distortion,detector,score_iou_or_ari
GP020400_frame_000365_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8576
GP020400_frame_000365_rgb_anon.png,rain,lowcontrast,texture_seg,0.7598
GP020400_frame_000640_rgb_anon.png,rain,noisy,sobel_p75,0.3024
GP020400_frame_000640_rgb_anon.png,rain,noisy,canny_proj3,0.1514
GP020400_frame_000640_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.2943
GP020400_frame_000640_rgb_anon.png,rain,noisy,texture_seg,0.8405
GP020400_frame_000640_rgb_anon.png,rain,blurred,sobel_p75,0.5293
GP020400_frame_000640_rgb_anon.png,rain,blurred,canny_proj3,0.1902
GP020400_frame_000640_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1926
GP020400_frame_000640_rgb_anon.png,rain,blurred,texture_seg,0.8172
GP020400_frame_000640_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9290
GP020400_frame_000640_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9079
GP020400_frame_000640_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8487
GP020400_frame_000640_rgb_anon.png,rain,lowcontrast,texture_seg,0.9261
GP020400_frame_000953_rgb_anon.png,rain,noisy,sobel_p75,0.2309
GP020400_frame_000953_rgb_anon.png,rain,noisy,canny_proj3,0.0694
GP020400_frame_000953_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.1618
GP020400_frame_000953_rgb_anon.png,rain,noisy,texture_seg,0.8940
GP020400_frame_000953_rgb_anon.png,rain,blurred,sobel_p75,0.5430
GP020400_frame_000953_rgb_anon.png,rain,blurred,canny_proj3,0.1607
GP020400_frame_000953_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1803
GP020400_frame_000953_rgb_anon.png,rain,blurred,texture_seg,0.6474
GP020400_frame_000953_rgb_anon.png,rain,lowcontrast,sobel_p75,0.8365
GP020400_frame_000953_rgb_anon.png,rain,lowcontrast,canny_proj3,0.8799
GP020400_frame_000953_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.7977
GP020400_frame_000953_rgb_anon.png,rain,lowcontrast,texture_seg,0.8676
GP020402_frame_000424_rgb_anon.png,rain,noisy,sobel_p75,0.2875
GP020402_frame_000424_rgb_anon.png,rain,noisy,canny_proj3,0.1866
GP020402_frame_000424_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.3427
GP020402_frame_000424_rgb_anon.png,rain,noisy,texture_seg,0.9118
GP020402_frame_000424_rgb_anon.png,rain,blurred,sobel_p75,0.5971
GP020402_frame_000424_rgb_anon.png,rain,blurred,canny_proj3,0.1902
GP020402_frame_000424_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1920
GP020402_frame_000424_rgb_anon.png,rain,blurred,texture_seg,0.8591
GP020402_frame_000424_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9101
GP020402_frame_000424_rgb_anon.png,rain,lowcontrast,canny_proj3,0.8928
GP020402_frame_000424_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8302
GP020402_frame_000424_rgb_anon.png,rain,lowcontrast,texture_seg,0.9406
GP020571_frame_000646_rgb_anon.png,rain,noisy,sobel_p75,0.3376
GP020571_frame_000646_rgb_anon.png,rain,noisy,canny_proj3,0.2435
GP020571_frame_000646_rgb_anon.png,rain,noisy,canny_proj3_preblur,0.4649
GP020571_frame_000646_rgb_anon.png,rain,noisy,texture_seg,0.8584
GP020571_frame_000646_rgb_anon.png,rain,blurred,sobel_p75,0.5416
GP020571_frame_000646_rgb_anon.png,rain,blurred,canny_proj3,0.1808
GP020571_frame_000646_rgb_anon.png,rain,blurred,canny_proj3_preblur,0.1883
GP020571_frame_000646_rgb_anon.png,rain,blurred,texture_seg,0.6495
GP020571_frame_000646_rgb_anon.png,rain,lowcontrast,sobel_p75,0.9423
GP020571_frame_000646_rgb_anon.png,rain,lowcontrast,canny_proj3,0.9329
GP020571_frame_000646_rgb_anon.png,rain,lowcontrast,canny_proj3_preblur,0.8974
GP020571_frame_000646_rgb_anon.png,rain,lowcontrast,texture_seg,0.6971
GOPR0604_frame_000568_rgb_anon.png,snow,noisy,sobel_p75,0.4073
GOPR0604_frame_000568_rgb_anon.png,snow,noisy,canny_proj3,0.2670
GOPR0604_frame_000568_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4827
GOPR0604_frame_000568_rgb_anon.png,snow,noisy,texture_seg,0.7951
GOPR0604_frame_000568_rgb_anon.png,snow,blurred,sobel_p75,0.5367
GOPR0604_frame_000568_rgb_anon.png,snow,blurred,canny_proj3,0.1975
GOPR0604_frame_000568_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1990
GOPR0604_frame_000568_rgb_anon.png,snow,blurred,texture_seg,0.8375
GOPR0604_frame_000568_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9645
GOPR0604_frame_000568_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9403
GOPR0604_frame_000568_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.9055
GOPR0604_frame_000568_rgb_anon.png,snow,lowcontrast,texture_seg,0.7257
GOPR0604_frame_000672_rgb_anon.png,snow,noisy,sobel_p75,0.3923
GOPR0604_frame_000672_rgb_anon.png,snow,noisy,canny_proj3,0.2112
GOPR0604_frame_000672_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3541
GOPR0604_frame_000672_rgb_anon.png,snow,noisy,texture_seg,0.8435
GOPR0604_frame_000672_rgb_anon.png,snow,blurred,sobel_p75,0.5287
GOPR0604_frame_000672_rgb_anon.png,snow,blurred,canny_proj3,0.2670
GOPR0604_frame_000672_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2550
GOPR0604_frame_000672_rgb_anon.png,snow,blurred,texture_seg,0.8267
GOPR0604_frame_000672_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9636
GOPR0604_frame_000672_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9248
GOPR0604_frame_000672_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8732
GOPR0604_frame_000672_rgb_anon.png,snow,lowcontrast,texture_seg,0.8984
GOPR0604_frame_000709_rgb_anon.png,snow,noisy,sobel_p75,0.4187
GOPR0604_frame_000709_rgb_anon.png,snow,noisy,canny_proj3,0.2660
GOPR0604_frame_000709_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4205
GOPR0604_frame_000709_rgb_anon.png,snow,noisy,texture_seg,0.9345
GOPR0604_frame_000709_rgb_anon.png,snow,blurred,sobel_p75,0.4898
GOPR0604_frame_000709_rgb_anon.png,snow,blurred,canny_proj3,0.1605
GOPR0604_frame_000709_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1671
GOPR0604_frame_000709_rgb_anon.png,snow,blurred,texture_seg,0.8470
GOPR0604_frame_000709_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9678
GOPR0604_frame_000709_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9311
GOPR0604_frame_000709_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8782
GOPR0604_frame_000709_rgb_anon.png,snow,lowcontrast,texture_seg,0.9267
GOPR0606_frame_000513_rgb_anon.png,snow,noisy,sobel_p75,0.5061
GOPR0606_frame_000513_rgb_anon.png,snow,noisy,canny_proj3,0.3057
GOPR0606_frame_000513_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4117
GOPR0606_frame_000513_rgb_anon.png,snow,noisy,texture_seg,0.7245
GOPR0606_frame_000513_rgb_anon.png,snow,blurred,sobel_p75,0.4102
GOPR0606_frame_000513_rgb_anon.png,snow,blurred,canny_proj3,0.2004
GOPR0606_frame_000513_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1902
GOPR0606_frame_000513_rgb_anon.png,snow,blurred,texture_seg,0.6596
GOPR0606_frame_000513_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9740
GOPR0606_frame_000513_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9356
GOPR0606_frame_000513_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8833
GOPR0606_frame_000513_rgb_anon.png,snow,lowcontrast,texture_seg,0.7806
GOPR0607_frame_000058_rgb_anon.png,snow,noisy,sobel_p75,0.4503
GOPR0607_frame_000058_rgb_anon.png,snow,noisy,canny_proj3,0.2863
GOPR0607_frame_000058_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4194
GOPR0607_frame_000058_rgb_anon.png,snow,noisy,texture_seg,0.5916
GOPR0607_frame_000058_rgb_anon.png,snow,blurred,sobel_p75,0.4497
GOPR0607_frame_000058_rgb_anon.png,snow,blurred,canny_proj3,0.1812
GOPR0607_frame_000058_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1892
GOPR0607_frame_000058_rgb_anon.png,snow,blurred,texture_seg,0.5905
GOPR0607_frame_000058_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9671
GOPR0607_frame_000058_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9328
GOPR0607_frame_000058_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8862
GOPR0607_frame_000058_rgb_anon.png,snow,lowcontrast,texture_seg,0.6062
GOPR0607_frame_000266_rgb_anon.png,snow,noisy,sobel_p75,0.3363
GOPR0607_frame_000266_rgb_anon.png,snow,noisy,canny_proj3,0.2123
GOPR0607_frame_000266_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3701
GOPR0607_frame_000266_rgb_anon.png,snow,noisy,texture_seg,0.8473
GOPR0607_frame_000266_rgb_anon.png,snow,blurred,sobel_p75,0.4646
GOPR0607_frame_000266_rgb_anon.png,snow,blurred,canny_proj3,0.1769
GOPR0607_frame_000266_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1806
GOPR0607_frame_000266_rgb_anon.png,snow,blurred,texture_seg,0.7518
GOPR0607_frame_000266_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9490
GOPR0607_frame_000266_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9226
GOPR0607_frame_000266_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8806
GOPR0607_frame_000266_rgb_anon.png,snow,lowcontrast,texture_seg,0.7288
GOPR0607_frame_000302_rgb_anon.png,snow,noisy,sobel_p75,0.3619
GOPR0607_frame_000302_rgb_anon.png,snow,noisy,canny_proj3,0.2157
GOPR0607_frame_000302_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3933
GOPR0607_frame_000302_rgb_anon.png,snow,noisy,texture_seg,0.7836
GOPR0607_frame_000302_rgb_anon.png,snow,blurred,sobel_p75,0.4610
GOPR0607_frame_000302_rgb_anon.png,snow,blurred,canny_proj3,0.1861
GOPR0607_frame_000302_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1825
GOPR0607_frame_000302_rgb_anon.png,snow,blurred,texture_seg,0.6049
GOPR0607_frame_000302_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9318
GOPR0607_frame_000302_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9233
GOPR0607_frame_000302_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8715
GOPR0607_frame_000302_rgb_anon.png,snow,lowcontrast,texture_seg,0.7982
GOPR0607_frame_000776_rgb_anon.png,snow,noisy,sobel_p75,0.2824
GOPR0607_frame_000776_rgb_anon.png,snow,noisy,canny_proj3,0.1382
GOPR0607_frame_000776_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.2482
GOPR0607_frame_000776_rgb_anon.png,snow,noisy,texture_seg,0.8359
GOPR0607_frame_000776_rgb_anon.png,snow,blurred,sobel_p75,0.4666
GOPR0607_frame_000776_rgb_anon.png,snow,blurred,canny_proj3,0.2027
GOPR0607_frame_000776_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2199
GOPR0607_frame_000776_rgb_anon.png,snow,blurred,texture_seg,0.6148
GOPR0607_frame_000776_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9262
GOPR0607_frame_000776_rgb_anon.png,snow,lowcontrast,canny_proj3,0.8950
GOPR0607_frame_000776_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8306
GOPR0607_frame_000776_rgb_anon.png,snow,lowcontrast,texture_seg,0.6179
GOPR0607_frame_000844_rgb_anon.png,snow,noisy,sobel_p75,0.4209
GOPR0607_frame_000844_rgb_anon.png,snow,noisy,canny_proj3,0.2447
GOPR0607_frame_000844_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3811
GOPR0607_frame_000844_rgb_anon.png,snow,noisy,texture_seg,0.7733
GOPR0607_frame_000844_rgb_anon.png,snow,blurred,sobel_p75,0.4481
GOPR0607_frame_000844_rgb_anon.png,snow,blurred,canny_proj3,0.1724
GOPR0607_frame_000844_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1741
GOPR0607_frame_000844_rgb_anon.png,snow,blurred,texture_seg,0.8021
GOPR0607_frame_000844_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9648
GOPR0607_frame_000844_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9250
GOPR0607_frame_000844_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8733
GOPR0607_frame_000844_rgb_anon.png,snow,lowcontrast,texture_seg,0.7353
GOPR0607_frame_000873_rgb_anon.png,snow,noisy,sobel_p75,0.3862
GOPR0607_frame_000873_rgb_anon.png,snow,noisy,canny_proj3,0.2326
GOPR0607_frame_000873_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3717
GOPR0607_frame_000873_rgb_anon.png,snow,noisy,texture_seg,0.8088
GOPR0607_frame_000873_rgb_anon.png,snow,blurred,sobel_p75,0.4848
GOPR0607_frame_000873_rgb_anon.png,snow,blurred,canny_proj3,0.2085
GOPR0607_frame_000873_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2109
GOPR0607_frame_000873_rgb_anon.png,snow,blurred,texture_seg,0.6193
GOPR0607_frame_000873_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9621
GOPR0607_frame_000873_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9228
GOPR0607_frame_000873_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8723
GOPR0607_frame_000873_rgb_anon.png,snow,lowcontrast,texture_seg,0.7888
GP010122_frame_001029_rgb_anon.png,snow,noisy,sobel_p75,0.4143
GP010122_frame_001029_rgb_anon.png,snow,noisy,canny_proj3,0.2284
GP010122_frame_001029_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3725
GP010122_frame_001029_rgb_anon.png,snow,noisy,texture_seg,0.6648
GP010122_frame_001029_rgb_anon.png,snow,blurred,sobel_p75,0.5168
GP010122_frame_001029_rgb_anon.png,snow,blurred,canny_proj3,0.2217
GP010122_frame_001029_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2135
GP010122_frame_001029_rgb_anon.png,snow,blurred,texture_seg,0.7719
GP010122_frame_001029_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9683
GP010122_frame_001029_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9260
GP010122_frame_001029_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8750
GP010122_frame_001029_rgb_anon.png,snow,lowcontrast,texture_seg,0.7657
GP010607_frame_000138_rgb_anon.png,snow,noisy,sobel_p75,0.2708
GP010607_frame_000138_rgb_anon.png,snow,noisy,canny_proj3,0.1206
GP010607_frame_000138_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.1831
GP010607_frame_000138_rgb_anon.png,snow,noisy,texture_seg,0.8617
GP010607_frame_000138_rgb_anon.png,snow,blurred,sobel_p75,0.5093
GP010607_frame_000138_rgb_anon.png,snow,blurred,canny_proj3,0.1808
GP010607_frame_000138_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1837
GP010607_frame_000138_rgb_anon.png,snow,blurred,texture_seg,0.7100
GP010607_frame_000138_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9273
GP010607_frame_000138_rgb_anon.png,snow,lowcontrast,canny_proj3,0.8807
GP010607_frame_000138_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8078
GP010607_frame_000138_rgb_anon.png,snow,lowcontrast,texture_seg,0.6965
GP010607_frame_000768_rgb_anon.png,snow,noisy,sobel_p75,0.2838
GP010607_frame_000768_rgb_anon.png,snow,noisy,canny_proj3,0.1348
GP010607_frame_000768_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3174
GP010607_frame_000768_rgb_anon.png,snow,noisy,texture_seg,0.8509
GP010607_frame_000768_rgb_anon.png,snow,blurred,sobel_p75,0.5604
GP010607_frame_000768_rgb_anon.png,snow,blurred,canny_proj3,0.1765
GP010607_frame_000768_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1794
GP010607_frame_000768_rgb_anon.png,snow,blurred,texture_seg,0.8379
GP010607_frame_000768_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9379
GP010607_frame_000768_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9136
GP010607_frame_000768_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8619
GP010607_frame_000768_rgb_anon.png,snow,lowcontrast,texture_seg,0.6922
GP040176_frame_000169_rgb_anon.png,snow,noisy,sobel_p75,0.3560
GP040176_frame_000169_rgb_anon.png,snow,noisy,canny_proj3,0.2038
GP040176_frame_000169_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3285
GP040176_frame_000169_rgb_anon.png,snow,noisy,texture_seg,0.6006
GP040176_frame_000169_rgb_anon.png,snow,blurred,sobel_p75,0.4987
GP040176_frame_000169_rgb_anon.png,snow,blurred,canny_proj3,0.2011
GP040176_frame_000169_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1928
GP040176_frame_000169_rgb_anon.png,snow,blurred,texture_seg,0.5917
GP040176_frame_000169_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9598
GP040176_frame_000169_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9140
GP040176_frame_000169_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8504
GP040176_frame_000169_rgb_anon.png,snow,lowcontrast,texture_seg,0.8063
GP040176_frame_000428_rgb_anon.png,snow,noisy,sobel_p75,0.4559
GP040176_frame_000428_rgb_anon.png,snow,noisy,canny_proj3,0.2917
GP040176_frame_000428_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4335
GP040176_frame_000428_rgb_anon.png,snow,noisy,texture_seg,0.8674
GP040176_frame_000428_rgb_anon.png,snow,blurred,sobel_p75,0.4854
GP040176_frame_000428_rgb_anon.png,snow,blurred,canny_proj3,0.2381
GP040176_frame_000428_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2407
GP040176_frame_000428_rgb_anon.png,snow,blurred,texture_seg,0.6440
GP040176_frame_000428_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9706
GP040176_frame_000428_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9359
GP040176_frame_000428_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8901
GP040176_frame_000428_rgb_anon.png,snow,lowcontrast,texture_seg,0.7422
GP040176_frame_000707_rgb_anon.png,snow,noisy,sobel_p75,0.3330
GP040176_frame_000707_rgb_anon.png,snow,noisy,canny_proj3,0.1642
GP040176_frame_000707_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.2178
GP040176_frame_000707_rgb_anon.png,snow,noisy,texture_seg,0.9118
GP040176_frame_000707_rgb_anon.png,snow,blurred,sobel_p75,0.5368
GP040176_frame_000707_rgb_anon.png,snow,blurred,canny_proj3,0.2133
GP040176_frame_000707_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2051
GP040176_frame_000707_rgb_anon.png,snow,blurred,texture_seg,0.8363
GP040176_frame_000707_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9542
GP040176_frame_000707_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9083
GP040176_frame_000707_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8481
GP040176_frame_000707_rgb_anon.png,snow,lowcontrast,texture_seg,0.8996
GP040176_frame_000775_rgb_anon.png,snow,noisy,sobel_p75,0.4044
GP040176_frame_000775_rgb_anon.png,snow,noisy,canny_proj3,0.2123
GP040176_frame_000775_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3883
GP040176_frame_000775_rgb_anon.png,snow,noisy,texture_seg,0.9477
GP040176_frame_000775_rgb_anon.png,snow,blurred,sobel_p75,0.5529
GP040176_frame_000775_rgb_anon.png,snow,blurred,canny_proj3,0.2173
GP040176_frame_000775_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2021
GP040176_frame_000775_rgb_anon.png,snow,blurred,texture_seg,0.8174
GP040176_frame_000775_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9682
GP040176_frame_000775_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9377
GP040176_frame_000775_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8870
GP040176_frame_000775_rgb_anon.png,snow,lowcontrast,texture_seg,0.8877
GP040176_frame_000918_rgb_anon.png,snow,noisy,sobel_p75,0.3706
GP040176_frame_000918_rgb_anon.png,snow,noisy,canny_proj3,0.1844
GP040176_frame_000918_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.2828
GP040176_frame_000918_rgb_anon.png,snow,noisy,texture_seg,0.7869
GP040176_frame_000918_rgb_anon.png,snow,blurred,sobel_p75,0.5621
GP040176_frame_000918_rgb_anon.png,snow,blurred,canny_proj3,0.2560
GP040176_frame_000918_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2562
GP040176_frame_000918_rgb_anon.png,snow,blurred,texture_seg,0.7069
GP040176_frame_000918_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9535
GP040176_frame_000918_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9222
GP040176_frame_000918_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8677
GP040176_frame_000918_rgb_anon.png,snow,lowcontrast,texture_seg,0.8061
GP050176_frame_000188_rgb_anon.png,snow,noisy,sobel_p75,0.3304
GP050176_frame_000188_rgb_anon.png,snow,noisy,canny_proj3,0.1764
GP050176_frame_000188_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3955
GP050176_frame_000188_rgb_anon.png,snow,noisy,texture_seg,0.9255
GP050176_frame_000188_rgb_anon.png,snow,blurred,sobel_p75,0.5741
GP050176_frame_000188_rgb_anon.png,snow,blurred,canny_proj3,0.2699
GP050176_frame_000188_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2686
GP050176_frame_000188_rgb_anon.png,snow,blurred,texture_seg,0.8502
GP050176_frame_000188_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9478
GP050176_frame_000188_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9327
GP050176_frame_000188_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8914
GP050176_frame_000188_rgb_anon.png,snow,lowcontrast,texture_seg,0.8988
GP050176_frame_000897_rgb_anon.png,snow,noisy,sobel_p75,0.3767
GP050176_frame_000897_rgb_anon.png,snow,noisy,canny_proj3,0.1937
GP050176_frame_000897_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.2949
GP050176_frame_000897_rgb_anon.png,snow,noisy,texture_seg,0.8490
GP050176_frame_000897_rgb_anon.png,snow,blurred,sobel_p75,0.5379
GP050176_frame_000897_rgb_anon.png,snow,blurred,canny_proj3,0.2360
GP050176_frame_000897_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2308
GP050176_frame_000897_rgb_anon.png,snow,blurred,texture_seg,0.7047
GP050176_frame_000897_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9646
GP050176_frame_000897_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9216
GP050176_frame_000897_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8648
GP050176_frame_000897_rgb_anon.png,snow,lowcontrast,texture_seg,0.7940
