image,condition,detector,edge_density,runtime_ms,iou_vs_proj3_canny
GP040176_frame_000775_rgb_anon.png,snow,sobel_p75,0.256464,110.000,0.3334
GP040176_frame_000775_rgb_anon.png,snow,sobel_p90,0.102812,110.000,0.3389
GP040176_frame_000775_rgb_anon.png,snow,project3_canny,0.093911,509.374,1.0000
GP040176_frame_000775_rgb_anon.png,snow,cv2_canny_75_200,0.070516,9.689,0.2888
GP040176_frame_000918_rgb_anon.png,snow,sobel_p75,0.259910,69.557,0.3342
GP040176_frame_000918_rgb_anon.png,snow,sobel_p90,0.100754,69.557,0.3158
GP040176_frame_000918_rgb_anon.png,snow,project3_canny,0.099094,297.512,1.0000
GP040176_frame_000918_rgb_anon.png,snow,cv2_canny_75_200,0.058635,3.282,0.2396
GP050176_frame_000188_rgb_anon.png,snow,sobel_p75,0.258540,76.779,0.2421
GP050176_frame_000188_rgb_anon.png,snow,sobel_p90,0.102176,76.779,0.3526
GP050176_frame_000188_rgb_anon.png,snow,project3_canny,0.064550,287.147,1.0000
GP050176_frame_000188_rgb_anon.png,snow,cv2_canny_75_200,0.043987,2.503,0.2630
GP050176_frame_000897_rgb_anon.png,snow,sobel_p75,0.260782,51.459,0.3197
GP050176_frame_000897_rgb_anon.png,snow,sobel_p90,0.104814,51.459,0.3317
GP050176_frame_000897_rgb_anon.png,snow,project3_canny,0.092465,253.770,1.0000
GP050176_frame_000897_rgb_anon.png,snow,cv2_canny_75_200,0.059957,3.758,0.2609
